yacht_id,cold_recommendations
18a389d9-b78a-47da-81c0-90562ac45785,"['7526e69b-e314-4310-befc-b1c64b9972fe', '6445a441-4e37-475c-b20c-cb916bbc7cc3', 'd998909c-7049-454d-ade0-123d595ecac5', 'ef860386-b70c-4756-a3db-adc41e4fa492', '17817ba9-ffed-4f11-a292-82d2866ddeb1', '47d2ee37-cdbb-4371-8581-220564f66fe0', '18634be8-2d73-452e-a2a3-d038f2dd1669', 'f95c3cea-e58d-4399-ae84-29e4bdd8622c', '670e4194-871a-4c17-9ded-f8b4685bedf5', 'a7de6527-3221-441f-b54c-992d7a298fe7', '2f6c08e0-fba1-4e9d-b9db-b80c48b283a9']"
efe606e9-e03e-4754-81d7-d521d94e404a,"['17a1360b-812f-41ad-b2a9-9889a573f3cb', 'c6092a5b-7e85-4b85-9dc0-43d7cb66a424', '092f3cf9-21c4-42bf-a5d3-8f18a83a5952', '20498faf-a72b-449a-ae6d-3c849d732970', '397cae38-4b75-491f-894f-650d87e07f6b', 'a28a38b1-778a-4078-9bac-219dd8a131d7', 'ddc9c247-1fd4-40d2-8eb6-ed23a599a594', '37d987e5-1ebf-4b97-a592-1634809a050c', 'bbffe38a-f5d9-4a1e-8e34-523446308c85', 'bc729728-a929-46a5-b883-646e25a98083', '964295e2-4a57-4a5d-b8bd-930fe09e8121']"
5710b971-c4a1-41ea-b4da-0685af0ef671,"['34055a6e-189d-493d-90e2-db5b6526f8a9', '9717c860-a40e-48ff-9870-16fdf0161fc6', '2e71b81b-cfa5-47a5-909c-a205d340ce01', 'b8cdc6f5-72d3-4ab7-87a8-862675b40a34', '53235fad-9c41-4a77-a4f1-9067b005728a', '689e143b-9e0d-4a22-8d51-55245f4a96c6', '4bb6c0b5-3b4d-4199-8a07-6fd1ea5a8f16', '363b2c66-a97b-434c-bd0a-6786ab850307', '900d2aff-96b5-4dc9-931e-cdb7f0d214e6', 'cbe2a533-7bd5-43ce-ab6b-0fc0aeb7a83e', '8594aad9-a75d-4864-a91b-ba8c1c8c5b68']"
c1705899-df17-482e-a5f7-54386bbc8416,"['cc9fc571-c884-4cd7-b613-f6296085e63c', '44a38759-3dac-41d4-b2c5-8a264f223c35', '4596abe6-3758-4927-8a85-7e30d7d28bbc', '3be8dfa1-f273-4368-bb60-577f9877781e', '26677a66-d209-4bba-bbb2-46695f8d6192', '3ef0efc2-96e9-4c79-bd1a-a6f8c498366f', '45f5dc6c-4dce-4d9f-ae56-f083680c8e76', '1026dd95-e768-4fea-aacb-b1f529acd286', '33249670-c05a-4c4f-a925-8ac7d2c7950d', '19064f74-7ce2-43d9-a0cf-17764ba9a513', '719382b8-6e20-4894-b17e-8838e82e5fe3']"
2bd8222f-be49-4835-9593-3ab09190e266,"['28db570c-4673-4896-b025-cecc6d8df1c4', '1245afe4-52ec-4e34-b9b3-d54ec3f8df98', 'b6c5aad2-4445-4e29-adf1-2e3e17685f7c', '31892bb7-4bce-4a4f-8344-6682c238a600', 'a6d30c66-7a9f-4b86-add7-42377ac598a4', 'b5c599a3-498e-4dff-af93-b29af6d4204b', '77cc3bb3-27a9-4c69-90c3-971124b4cd61', '5c5addc2-dce5-4666-9ad2-3f7951470744', 'a2b1e9e9-b136-4aa7-b420-3c8afaa8427c', '780eb724-61b4-424d-b5a4-9b97444abdf8', '5acfb3c8-00f6-477c-93ed-0f922cff83e2']"
dd6ddc77-1e92-4ff2-9926-d480058ca8f1,"['fdab2ff8-d59a-40ec-8fd6-dbcd4390a80e', '665577f0-3c06-4bd8-a265-d2fc88a02971', 'b162a734-2aa5-4a30-888b-74cd5a542790', '0274070e-8dd4-4e45-b3af-9198e2acd840', '85cd9322-fd81-46a4-8482-2e27b2bf58d0', '2bb70760-232a-49f3-9805-c703fc18dc3e', '0e564418-69a8-4d49-8439-2880a860b34f', 'd660afa3-caae-4b49-8ac9-494d26e339ba', '95655d5f-5ff4-43d0-8661-1039cceb7051', '28ac1cbf-5abe-4661-9b6c-b43c0591cd62', '4bfa1bb6-4718-4b18-a916-b74e39088e65']"
815b3d63-8bc1-4e66-8b25-63b46be8516d,"['395a41e2-4afd-452b-b0d2-5eafa67e355f', 'ae072fae-346f-4e75-84a6-cf5c148154d1', '1a36855c-5368-4097-9de4-67e7d2e8ef68', '51aa8b66-c646-4077-bddb-5529b70f7432', 'a9a575e7-cf98-4e39-abff-6574bccfb83b', 'ce7069e3-ae58-4ed3-b111-e0db961cc6cc', '540923ae-5599-4958-8704-8910fa887283', '55cd1f7a-2568-41fe-a812-2553ad802d83', '044b3665-e2f9-4457-8ce4-69577e76243a', 'b4d93244-aebf-4583-bf93-08743539f9a8', '8fe48614-12b6-4870-8d0c-a182e500a3ce']"
54b45ff5-92eb-4d06-b698-ee37f68b9b35,"['f6917477-c4ca-49d1-946d-162ea85d0036', '26fe5251-cf89-4e17-b5af-6694b9599c7d', '238eb4e0-87cc-4bb2-86f4-9680150606cd', 'aa7fc898-aeb1-4d87-b03e-bb009c583809', '1771e810-1318-4bc4-adca-f8c4ad789084', '49032120-d2af-49c3-996d-867dbefbaf50', '7c038f86-0b9a-45a5-af50-87dca4ec9555', '5c6fd0e8-54bf-472a-9be3-1c1356fd7e79', '67ff299a-1220-46cc-b6bd-7d83a919ba0b', 'ed93ab25-9f66-4ed1-bd01-b75d117e29db', 'e4100046-558b-4920-b8a5-969d4161e29c']"
34e8974d-394b-4b29-be27-1a0ad0b5929f,"['c118b991-0b27-42af-be53-bd34f3a5ef0d', 'a1e73b53-dedb-4bd3-b370-18d5fd3994a6', 'cfc90cdb-2c00-4197-bed4-600a40e6ede6', '02cadb00-0885-49b8-a82a-ba11f145f6ff', '20a66423-86a6-4c4b-85b6-d81884f1879d', 'df8ce40a-8035-41d9-9815-c9d08dd40139', 'b09fe061-ff3b-4816-8e3a-610a811734ab', '81e9aa3e-e686-4c7f-a3bd-6aba16ac5458', '102821ee-1a32-4ebd-8209-6209f991eb67', '8a2ee09a-c711-4043-9955-d8d4ba31b10a', '2ab3871a-2e9b-469b-9896-af3871c6a092']"
074e1237-62ec-43fc-9245-98da440b38f2,"['c37da04c-e0f5-499c-a991-3641564d3c0c', 'df016e23-61f2-49c7-8622-a4d9054bb9df', '6e92cf76-574d-4eda-bda4-0dbf5a2bc4a8', 'e6272ef9-d269-4ea0-aaf9-9b36c1428669', '0e919efe-ce2c-40ce-aae3-2731767d841c', '80a26277-92ac-4ff1-b0c1-9de1d76a6750', '279ec2aa-5299-4a7b-8d33-b7a704844710', 'ae29b9e8-9d8c-4aed-af79-8f1a25d77872', 'e7b16478-653e-4a83-bf6f-3b251b4e830d', 'dfc97571-63b1-4159-aa1d-bd699aa8237c', '1400c511-f3e6-4ffe-afcb-83fe7e6430b0']"
61686be2-84a3-4910-abb0-3d8d78817f30,"['5de29844-e77e-492c-8fe8-a1f12d9152f5', '3ab68ce1-ef19-4e16-a24b-484b14d6e47e', 'df84f20a-51ba-4130-a5bb-aa8f843d2d76', '60060bbd-1855-4317-82e9-47fdd16a046b', 'fa20f7d6-d533-40e8-a5ba-a356cbd9823f', 'c7e64b85-f547-4bc0-aab6-a9f2d49dd94d', '571c9aac-40b4-4e21-a3cd-359e013d710b', 'd38e5903-f807-4fbe-82d4-b9579005c9cf', 'dcb7be8f-53f7-4d83-9791-0b262b6a9fde', '470600f8-9bb5-4adc-aed8-447c312f4762', '87ec5461-69b3-48ae-9282-a21f519e50aa']"
2a4b6493-ea43-4dee-b7e1-2720b0c5d937,"['8dbf97ab-264e-4002-b750-bfc989e9a84c', '98f0cec2-1cfe-4e3f-9e7a-5391188ba7b2', 'c9e9715e-6d7b-4720-9a1d-2af0b8688c04', 'da6469cb-444a-4cbe-bc6c-fc13c8d3cef0', 'ed16d6ac-df4c-4850-acc6-c810969424e7', '0432e54e-10cd-466e-a783-d7004fb2e391', '44836140-a110-43bc-9df2-79afca47ec08', '19cb473a-ec60-45a8-b683-699b328879a0', '42e882d8-a4a2-404a-a47e-1ab3bb4d54fa', '0ec14707-3d56-4451-b7fd-a8eeab60b6cb', '70d0cdca-fcd9-4eac-84ed-609f0104ef64']"
b892e6a1-42e7-430f-8fb1-f520963191cc,"['670be7d4-7260-4feb-b612-17b56f4a60fd', '80969fe2-e6b0-4a2c-b502-7a2689e1106c', '41268dd1-2abb-4f5a-9550-088fe59e144e', '5f581438-edec-414b-96ea-5271a233c528', 'c6eb6584-3f06-477b-b545-6ab678b55ea2', '682f9a57-c26e-4707-b52a-6c4892b0751f', '502fb4e6-5c87-4103-87be-0c139a046174', 'db262f2f-7af5-40f0-9725-f24c3a2000e7', '17c76a2f-3f12-490d-aae6-c2a74bb6ca5d', '7df0ad92-6ec4-49c2-81be-75f39aa631ed', '1b4cdaaf-b800-4cd7-9d13-0bad4deef5b1']"
5facbbf6-8ed1-4a67-aabe-fa48b5666573,"['9be0255c-a4b6-4077-9d5e-0ddbae62e716', '4fd473e1-f11a-43c3-9ca7-977071ff3782', 'a63b3f4e-1e8e-465a-8a78-962b4198cbce', '5d47f829-07b5-434f-a083-e30b037134ff', '6b75d671-3f0b-4897-b9f6-59495c0e1e5b', 'a8f3268e-a300-47b4-ae37-419cb9c1a27e', 'f9380db6-bee2-41e0-b61a-8b1096c11a39', 'd7758285-1490-4d03-b1a4-2b631e26561a', 'c77608d1-ff95-43c9-8eba-a18ccd5b2117', 'eb11e828-e8e9-448e-9905-bf73500bcb82', 'e4af7daf-6fab-458c-8200-f76202d0ad00']"
c9c9e172-8905-4b68-a2a6-dc228894eef3,"['58f5c6a7-6a20-40c2-9433-c654a90d8399', 'c3cec00d-ed3c-4f0c-948f-3029a4b20785', 'd1c8f2f7-c840-4e74-9e17-143af4daa978', 'feaad53e-bd33-474d-9597-2233ca58121b', '6cb23742-83f0-4c30-bad4-7e1ded918759', 'b9e7af6f-d6e5-4e28-9324-e3b519c30527', 'd167b26f-08a3-4fb5-86cb-bcfe2122c88a', 'cfe9fe13-5791-428c-be01-532a538d1242', '27c66b19-4ce9-4616-9d88-ef04d0662409', 'd13f9431-1b79-4e39-a127-97dec026449b', '3d72d71d-d24c-4a3a-8ec0-7563f7fd10c7']"
ebbb6890-2d60-449d-8dce-987b969ef729,"['e0e456b0-136d-402f-9d26-82c29712dacb', '06ae1706-1d2b-4aca-b1b2-2e14ca5a2ab8', 'ada50aea-c2bc-4769-ad89-45dc15f79f23', 'a2220c49-309d-4fcd-8c64-27db09ada150', 'deec6c8c-0923-40e8-aa41-69630b923b8f', '6af67187-1fa6-4f1d-ad7e-05d81f4e551f', 'e35a2fd6-a6e4-4c45-9980-dc42d644c4fb', '5fbd6d12-a9e3-4686-b00c-c55aa4021134', 'd9717e1f-6c92-4be2-a379-7c6fc77faedc', '7fdcad66-ec5b-4175-ba1d-9e5ad7eeb10b', '222df6f0-62e3-43b9-a1c6-c6e7c9312cf6']"
88d2e1a0-3726-4024-a5f3-666d6db3f841,"['49032120-d2af-49c3-996d-867dbefbaf50', '56f2ce45-eb22-48a4-8878-9a7025d46849', 'aa7fc898-aeb1-4d87-b03e-bb009c583809', 'cd1a5005-3827-4a7b-b04d-d074f2dcfc6d', '3e30a28f-1c05-47ab-adc1-c50e42ee9415', 'ed93ab25-9f66-4ed1-bd01-b75d117e29db', 'c0f5f0da-ab9d-4d4a-8081-33a4883f4687', '238eb4e0-87cc-4bb2-86f4-9680150606cd', 'f6917477-c4ca-49d1-946d-162ea85d0036', '84e6a8b6-89bd-4b16-ab5c-9e724749d5a3', '54b45ff5-92eb-4d06-b698-ee37f68b9b35']"
be0bf6c6-2bdb-404c-92fc-89567221061b,"['f536b6a3-1d93-46f4-8b22-33d8ae815704', '9ff8c3df-6319-4da3-bbee-585a0491b11d', '5aa98faf-5c3a-4b3e-8b7c-80af6daa19c8', '58533347-40f8-4bfb-94ca-7c4638cff8bc', 'da58d2f8-99b3-4356-8282-f45b8aa648a1', '60ea1113-a795-495d-bded-5d4302017085', '8ec3f2e2-ae93-4b9f-b8e5-d2e463dcbe0b', '9e8024e5-c167-4f8f-9dfb-2b06d8cfe2d4', '6840f834-964b-40b5-82c5-0534055a0641', '392fd445-47d0-4725-a0f8-9d198599a26c', 'd242d928-11fd-4e7b-8503-d75dcacd763d']"
739b2f3f-5639-4b7c-b939-6e71acfda228,"['d7758285-1490-4d03-b1a4-2b631e26561a', '402f1f8c-83fa-4cb0-879e-235506321662', '19d52db2-b8a7-4d59-bac9-b104c55c3a0e', '6cb23742-83f0-4c30-bad4-7e1ded918759', 'eb11e828-e8e9-448e-9905-bf73500bcb82', '8268a379-def3-4309-b42b-c85572569327', '3d72d71d-d24c-4a3a-8ec0-7563f7fd10c7', '15ade41b-5d76-4196-8dbe-d5014824f089', 'cfe9fe13-5791-428c-be01-532a538d1242', '6f5769f4-a9a5-458c-be6a-d1179c923f8f', '27c66b19-4ce9-4616-9d88-ef04d0662409']"
b6e23e60-4564-42c3-b72b-a9127b683bd5,"['ebc3b725-7292-4ffb-83a8-1bf9f72921f2', 'edba3a64-0a1f-4ce9-bc23-3a8d3d6b6457', '69a5e27f-0bb2-4c8b-9264-237fe1e43b6d', 'a50cfffe-9d2a-479a-ab1c-6d780420bea0', '376952cd-a048-429d-af01-8106f801db6c', '59553366-1dc7-4645-a762-afe496a39afc', '6f6ac946-767f-437b-9e1f-0ee69da06691', 'f75754f1-7704-4f8d-8129-a4247fd2faff', 'bfd96438-e780-4de7-b302-ab36031de9cf', 'd113b0a4-bc82-4a48-a384-8ddd8e7affde', '2734c446-7193-4c47-ab5a-c8ecd338e00f']"
58650c07-43fc-40d2-8021-3894b7eb3b52,"['159fa945-f73d-4705-8044-e21e8a3a3c6c', 'e75536e6-2259-492d-a8f7-6e56bb2dc795', 'e3b1279b-881b-438b-a5c8-ae5f23fcf7ad', 'a994f43a-79bd-419d-ae98-67c949bfd0ac', '6ce0fd56-4c0f-42df-9f45-cc31a068583d', '0abec60d-e799-4425-a661-80e881eb7f5f', '969d1edc-2416-437c-b1b9-bbba931eda51', '802ff9bb-ba65-489f-af3e-88601a627018', 'f6f13133-b23a-4219-abbd-8b83776c7f61', '84eb8c5f-96bd-4552-b6d7-a7010926f055', '538af6fb-aa92-4214-a0f2-e0db08033546']"
c521eb76-2cb1-4d62-9d8e-4d3312f61d29,"['1832f8cc-9ec7-4c95-b88d-72ddf049fa0f', '69d38aef-9ad6-4b8c-a3fb-c5a6fda7a49b', '3a2e9d61-d036-43ed-ab28-8e4b094908ff', 'a1d761f3-fc68-488b-b281-9834d8f20e08', 'fff1de80-faa4-455c-b5d2-b53abd8b14ec', '915b7eeb-afae-49a4-9b65-31e8d20914fb', 'a75c1fe8-f217-4401-b2ad-70b06cec5cc4', '902a5bdf-1283-4023-8665-122303b7d153', '4470c728-4a92-4671-8fb0-7da9da138478', 'b69549fd-7182-48a0-84ab-5f38d0e2a04d', '39ced28f-e9b5-4455-9598-b95dfaf9f55f']"
cc9fc571-c884-4cd7-b613-f6296085e63c,"['4596abe6-3758-4927-8a85-7e30d7d28bbc', '44a38759-3dac-41d4-b2c5-8a264f223c35', '3be8dfa1-f273-4368-bb60-577f9877781e', 'c1705899-df17-482e-a5f7-54386bbc8416', '3ef0efc2-96e9-4c79-bd1a-a6f8c498366f', '33249670-c05a-4c4f-a925-8ac7d2c7950d', '19064f74-7ce2-43d9-a0cf-17764ba9a513', '1026dd95-e768-4fea-aacb-b1f529acd286', '26677a66-d209-4bba-bbb2-46695f8d6192', '719382b8-6e20-4894-b17e-8838e82e5fe3', '74e16318-7e1a-40ab-aabd-7edd99b16a48']"
